chr,start,end,q-val,ind,MarkerName
11,86153698,86153698,1,5221,unspec
11,86154149,86154149,1,5222,unspec
11,86154800,86154800,1,5223,unspec
11,86155529,86155529,1,5224,unspec
11,86155741,86155741,0.817035775,5225,unspec
11,86156117,86156117,1,5226,unspec
11,86156390,86156390,1,5227,unspec
11,86156584,86156584,0.817035775,5228,unspec
11,86156666,86156666,1,5229,unspec
11,86156833,86156833,1,5230,unspec
11,86157412,86157412,1,5231,unspec
11,86157598,86157598,0.722846442,5232,"(RNU6-560P,LINC02695)"
11,86158152,86158152,1,5233,unspec
11,86158299,86158299,0.795500562,5234,unspec
11,86158486,86158486,1,5235,unspec
11,86158695,86158695,1,5236,unspec
11,86158902,86158902,1,5237,unspec
11,86159456,86159456,1,5238,unspec
11,86159612,86159612,1,5239,unspec
11,86160121,86160121,1,5240,unspec
11,86160142,86160142,1,5241,unspec
11,86160172,86160172,1,5242,unspec
11,86160380,86160380,1,5243,unspec
11,86161063,86161063,1,5244,unspec
11,86161876,86161876,1,5245,unspec
11,86162017,86162017,1,5246,unspec
11,86162031,86162031,1,5247,unspec
11,86162043,86162043,0.765405405,5248,unspec
11,86162044,86162044,1,5249,unspec
11,86162737,86162737,1,5250,unspec
11,86162853,86162853,1,5251,unspec
11,86162983,86162983,1,5252,unspec
11,86163190,86163190,1,5253,unspec
11,86163200,86163200,1,5254,unspec
11,86163202,86163202,1,5255,unspec
11,86163207,86163207,1,5256,unspec
11,86163280,86163280,0.722846442,5257,unspec
11,86163413,86163413,1,5258,unspec
11,86163815,86163815,0.722846442,5259,unspec
11,86163839,86163839,1,5260,unspec
11,121560163,121560163,1,5261,unspec
11,121560517,121560517,1,5262,unspec
11,121560645,121560645,1,5263,unspec
11,121560750,121560750,1,5264,unspec
11,121561183,121561183,0.812387612,5265,unspec
11,121561578,121561578,1,5266,unspec
11,121561633,121561633,1,5267,unspec
11,121561774,121561774,1,5268,unspec
11,121561938,121561938,1,5269,unspec
11,121561997,121561997,1,5270,unspec
11,121562079,121562079,1,5271,unspec
11,121562540,121562540,1,5272,unspec
11,121562630,121562630,1,5273,unspec
11,121563084,121563084,1,5274,unspec
11,121563217,121563217,1,5275,unspec
11,121563456,121563456,1,5276,unspec
11,121563526,121563526,1,5277,unspec
11,121563661,121563661,0.863544754,5278,unspec
11,121563719,121563719,0.785631518,5279,unspec
11,121563847,121563847,1,5280,unspec
11,121564041,121564041,1,5281,unspec
11,121564761,121564761,1,5282,unspec
11,121564878,121564878,1,5283,unspec
11,121565257,121565257,1,5284,unspec
11,121565295,121565295,1,5285,unspec
11,121565561,121565561,1,5286,unspec
11,121566240,121566240,1,5287,unspec
11,121566246,121566246,1,5288,unspec
11,121566558,121566558,1,5289,unspec
11,121566702,121566702,1,5290,unspec
11,121566862,121566862,1,5291,unspec
11,121567317,121567317,0.716101695,5292,unspec
11,121567898,121567898,1,5293,unspec
11,121568472,121568472,1,5294,unspec
11,121568956,121568956,1,5295,unspec
11,121569009,121569009,1,5296,unspec
11,121569056,121569056,1,5297,unspec
11,121569169,121569169,1,5298,unspec
11,121569231,121569231,1,5299,unspec
11,121569521,121569521,1,5300,unspec
11,121569522,121569522,1,5301,unspec
11,121569523,121569523,1,5302,unspec
11,47354002,47354002,1,5303,unspec
11,47354338,47354338,1,5304,unspec
11,47354547,47354547,0.57768595,5305,unspec
11,47354812,47354812,1,5306,unspec
11,47354895,47354895,1,5307,unspec
11,47354897,47354897,0.81669627,5308,unspec
11,47354993,47354993,0.81669627,5309,unspec
11,47355732,47355732,1,5310,unspec
11,47355908,47355908,1,5311,unspec
11,47355936,47355936,1,5312,unspec
11,47355959,47355959,1,5313,unspec
11,47356165,47356165,1,5314,unspec
11,47356342,47356342,1,5315,unspec
11,47356694,47356694,0.55721393,5316,unspec
11,47356722,47356722,1,5317,unspec
11,47356845,47356845,0.770611183,5318,unspec
11,47356848,47356848,1,5319,unspec
11,47357223,47357223,1,5320,unspec
11,47357292,47357292,1,5321,unspec
11,47357333,47357333,1,5322,unspec
11,47357350,47357350,1,5323,unspec
11,47357433,47357433,1,5324,unspec
11,47357444,47357444,0.81669627,5325,unspec
11,47357472,47357472,1,5326,unspec
11,47357508,47357508,1,5327,unspec
11,47357576,47357576,0.796179775,5328,unspec
11,47357661,47357661,1,5329,unspec
11,47357762,47357762,1,5330,unspec
11,47357856,47357856,1,5331,unspec
11,47357891,47357891,0.821401078,5332,unspec
11,47358058,47358058,1,5333,unspec
11,47358064,47358064,1,5334,unspec
11,47358095,47358095,1,5335,unspec
11,47358289,47358289,0.563551402,5336,unspec
11,47358478,47358478,1,5337,unspec
11,47358510,47358510,1,5338,unspec
11,47358536,47358536,1,5339,unspec
11,47358739,47358739,1,5340,unspec
11,47358789,47358789,0.845660881,5341,unspec
11,47359042,47359042,1,5342,unspec
11,47359272,47359272,1,5343,unspec
11,47359444,47359444,1,5344,unspec
11,47360091,47360091,1,5345,unspec
11,47360336,47360336,1,5346,unspec
11,47360875,47360875,1,5347,unspec
11,47361052,47361052,1,5348,unspec
11,47361724,47361724,1,5349,unspec
11,47361822,47361822,1,5350,unspec
11,47361906,47361906,1,5351,unspec
11,47362638,47362638,0.806510682,5352,unspec
11,47362774,47362774,1,5353,unspec
11,47362933,47362933,1,5354,unspec
11,47363046,47363046,0.762128326,5355,unspec
11,47363643,47363643,0.563551402,5356,unspec
11,47423243,47423243,1,5357,unspec
11,47424327,47424327,1,5358,unspec
11,47424741,47424741,0.55721393,5359,unspec
11,47425651,47425651,1,5360,unspec
11,47425795,47425795,1,5361,unspec
11,47426404,47426404,1,5362,unspec
11,47426783,47426783,1,5363,unspec
11,47426946,47426946,1,5364,unspec
11,47426996,47426996,1,5365,unspec
11,47427106,47427106,1,5366,unspec
11,47427134,47427134,1,5367,unspec
11,47427521,47427521,1,5368,unspec
11,47427550,47427550,1,5369,unspec
11,47427689,47427689,1,5370,unspec
11,47427827,47427827,1,5371,unspec
11,47427993,47427993,1,5372,unspec
11,47428040,47428040,1,5373,unspec
11,47428313,47428313,0.851278772,5374,unspec
11,47428362,47428362,1,5375,unspec
11,47428424,47428424,1,5376,unspec
11,47428767,47428767,1,5377,unspec
11,47428787,47428787,0.597306397,5378,unspec
11,47428868,47428868,1,5379,unspec
11,47428947,47428947,1,5380,unspec
11,47429474,47429474,1,5381,unspec
11,47429497,47429497,1,5382,unspec
11,47429731,47429731,1,5383,unspec
11,47429966,47429966,1,5384,unspec
11,47430072,47430072,1,5385,unspec
11,47430278,47430278,0.830594901,5386,unspec
11,47430474,47430474,1,5387,unspec
11,47430770,47430770,1,5388,unspec
11,47431193,47431193,1,5389,unspec
11,47431245,47431245,1,5390,unspec
11,47431771,47431771,1,5391,unspec
11,47431967,47431967,0.861037394,5392,unspec
11,47432171,47432171,1,5393,unspec
11,47432277,47432277,1,5394,unspec
11,47432460,47432460,1,5395,unspec
11,47531765,47531765,1,5396,unspec
11,47532331,47532331,1,5397,unspec
11,47532361,47532361,1,5398,unspec
11,47532621,47532621,1,5399,unspec
11,47532785,47532785,1,5400,unspec
11,47533237,47533237,1,5401,unspec
11,47533346,47533346,1,5402,unspec
11,47533451,47533451,1,5403,unspec
11,47533716,47533716,1,5404,unspec
11,47533779,47533779,1,5405,unspec
11,47533842,47533842,1,5406,unspec
11,47534127,47534127,1,5407,unspec
11,47534531,47534531,1,5408,unspec
11,47534832,47534832,1,5409,unspec
11,47535006,47535006,1,5410,unspec
11,47535031,47535031,1,5411,unspec
11,47535334,47535334,1,5412,unspec
11,47535608,47535608,1,5413,unspec
11,47535659,47535659,1,5414,unspec
11,47535804,47535804,1,5415,unspec
11,47536240,47536240,1,5416,unspec
11,47536319,47536319,1,5417,unspec
11,47536557,47536557,1,5418,unspec
11,47536668,47536668,1,5419,unspec
11,47536964,47536964,1,5420,unspec
11,47537053,47537053,1,5421,unspec
11,47537306,47537306,1,5422,unspec
11,47537595,47537595,1,5423,unspec
11,47538250,47538250,1,5424,unspec
11,47538420,47538420,1,5425,unspec
11,47538555,47538555,1,5426,unspec
11,47538881,47538881,1,5427,unspec
11,47539142,47539142,1,5428,unspec
11,47539229,47539229,1,5429,unspec
11,47540677,47540677,1,5430,unspec
11,47540689,47540689,1,5431,unspec
11,47540972,47540972,1,5432,unspec
11,60151317,60151317,1,5433,unspec
11,60151364,60151364,1,5434,unspec
11,60151386,60151386,1,5435,unspec
11,60151392,60151392,1,5436,unspec
11,60151692,60151692,1,5437,unspec
11,60152302,60152302,1,5438,unspec
11,60152758,60152758,0.590839695,5439,unspec
11,60152882,60152882,1,5440,unspec
11,60153032,60153032,1,5441,unspec
11,60153052,60153052,1,5442,unspec
11,60153105,60153105,1,5443,unspec
11,60153527,60153527,1,5444,unspec
11,60153704,60153704,1,5445,unspec
11,60153711,60153711,1,5446,unspec
11,60153783,60153783,1,5447,unspec
11,60153995,60153995,1,5448,unspec
11,60154018,60154018,1,5449,unspec
11,60154123,60154123,0.57768595,5450,unspec
11,60154758,60154758,1,5451,unspec
11,60154847,60154847,1,5452,unspec
11,60154901,60154901,0.840523777,5453,unspec
11,60154998,60154998,1,5454,unspec
11,60155011,60155011,1,5455,unspec
11,60155095,60155095,1,5456,unspec
11,60155146,60155146,1,5457,unspec
11,60155608,60155608,1,5458,unspec
11,60155721,60155721,1,5459,unspec
11,60155835,60155835,1,5460,unspec
11,60156035,60156035,1,5461,unspec
11,60156518,60156518,1,5462,unspec
11,60156549,60156549,1,5463,unspec
11,60156789,60156789,1,5464,unspec
11,60156949,60156949,1,5465,unspec
11,60157158,60157158,0.771773221,5466,unspec
11,60157486,60157486,1,5467,unspec
11,60157768,60157768,1,5468,unspec
11,60158468,60158468,1,5469,unspec
11,60158770,60158770,1,5470,unspec
11,60158783,60158783,1,5471,unspec
11,60159566,60159566,1,5472,unspec
11,60160011,60160011,1,5473,unspec
11,60160368,60160368,0.816157635,5474,unspec
11,60160615,60160615,1,5475,unspec
11,60160949,60160949,1,5476,unspec
11,60164577,60164577,0.849444081,5477,unspec
11,60165106,60165106,1,5478,unspec
11,60165153,60165153,1,5479,unspec
11,60165407,60165407,1,5480,unspec
11,60165513,60165513,1,5481,unspec
11,60166019,60166019,1,5482,unspec
11,60166350,60166350,1,5483,unspec
11,60166589,60166589,1,5484,unspec
11,60167254,60167254,1,5485,unspec
11,60167809,60167809,1,5486,unspec
11,60167996,60167996,1,5487,unspec
11,60168398,60168398,1,5488,unspec
11,60168465,60168465,1,5489,unspec
11,60168534,60168534,1,5490,unspec
11,60168792,60168792,1,5491,unspec
11,60169284,60169284,1,5492,unspec
11,60169453,60169453,1,5493,unspec
11,60169506,60169506,1,5494,unspec
11,60169555,60169555,0.812387612,5495,unspec
11,60170152,60170152,1,5496,unspec
11,60170565,60170565,1,5497,unspec
11,60170894,60170894,1,5498,unspec
11,60171463,60171463,1,5499,unspec
11,60171834,60171834,0.590839695,5500,unspec
11,60172481,60172481,0.746711636,5501,unspec
11,60172798,60172798,1,5502,unspec
11,60173027,60173027,1,5503,unspec
11,60173126,60173126,1,5504,unspec
11,60173178,60173178,1,5505,unspec
11,60173549,60173549,1,5506,unspec
11,60186574,60186574,1,5507,unspec
11,60186686,60186686,1,5508,unspec
11,60186731,60186731,1,5509,unspec
11,60186913,60186913,1,5510,unspec
11,60187090,60187090,1,5511,unspec
11,60187563,60187563,1,5512,unspec
11,60187884,60187884,1,5513,unspec
11,60188127,60188127,1,5514,unspec
11,60188299,60188299,1,5515,unspec
11,60188331,60188331,1,5516,unspec
11,60188713,60188713,1,5517,unspec
11,60188730,60188730,1,5518,unspec
11,60189133,60189133,1,5519,unspec
11,60189350,60189350,1,5520,unspec
11,60189465,60189465,0.806510682,5521,unspec
11,60189619,60189619,0.690465632,5522,unspec
11,60190040,60190040,1,5523,unspec
11,60190341,60190341,1,5524,unspec
11,60190482,60190482,1,5525,unspec
11,60190591,60190591,1,5526,unspec
11,60190723,60190723,1,5527,unspec
11,60190890,60190890,1,5528,unspec
11,60190907,60190907,0.654846336,5529,unspec
11,60190937,60190937,1,5530,unspec
11,60191214,60191214,1,5531,unspec
11,60191354,60191354,1,5532,unspec
11,60191554,60191554,1,5533,unspec
11,60191797,60191797,1,5534,unspec
11,60191875,60191875,1,5535,unspec
11,60192087,60192087,1,5536,unspec
11,60192370,60192370,1,5537,unspec
11,60192378,60192378,1,5538,unspec
11,60192496,60192496,1,5539,unspec
11,60192599,60192599,1,5540,unspec
11,60192600,60192600,1,5541,unspec
11,60192938,60192938,0.852184927,5542,unspec
11,60193054,60193054,1,5543,unspec
11,60193100,60193100,1,5544,unspec
11,60193671,60193671,0.81669627,5545,unspec
11,60193954,60193954,1,5546,unspec
11,60194013,60194013,1,5547,unspec
11,60194027,60194027,1,5548,unspec
11,60194050,60194050,1,5549,unspec
11,60194147,60194147,0.868179174,5550,unspec
11,60194262,60194262,1,5551,unspec
11,60194313,60194313,1,5552,unspec
11,60194596,60194596,1,5553,unspec
11,60194693,60194693,1,5554,unspec
11,60194716,60194716,1,5555,unspec
11,60194717,60194717,1,5556,unspec
11,60194767,60194767,1,5557,unspec
11,60195052,60195052,1,5558,unspec
11,60195114,60195114,1,5559,unspec
11,60195308,60195308,1,5560,unspec
11,60195360,60195360,1,5561,unspec
11,60195884,60195884,0.829007634,5562,unspec
11,60249545,60249545,1,5563,unspec
11,60249599,60249599,1,5564,unspec
11,60250144,60250144,1,5565,unspec
11,60250180,60250180,1,5566,unspec
11,60250426,60250426,0.829007634,5567,unspec
11,60250447,60250447,0.771773221,5568,unspec
11,60250548,60250548,1,5569,unspec
11,60251176,60251176,1,5570,unspec
11,60251343,60251343,1,5571,unspec
11,60251443,60251443,0.816157635,5572,unspec
11,60251677,60251677,0.762732919,5573,unspec
11,60251688,60251688,0.727746741,5574,unspec
11,60251788,60251788,1,5575,unspec
11,60251913,60251913,1,5576,unspec
11,60252074,60252074,1,5577,unspec
11,60252135,60252135,1,5578,unspec
11,60252181,60252181,1,5579,unspec
11,60252639,60252639,0.605787781,5580,unspec
11,60252649,60252649,1,5581,unspec
11,60253401,60253401,0.722846442,5582,unspec
11,60253816,60253816,1,5583,unspec
11,60253947,60253947,1,5584,unspec
11,60254011,60254011,1,5585,unspec
11,60254033,60254033,0.771773221,5586,unspec
11,60254034,60254034,1,5587,unspec
11,60254035,60254035,1,5588,unspec
11,60254113,60254113,1,5589,unspec
11,60254228,60254228,1,5590,unspec
11,60254475,60254475,0.195048077,5591,MS4A4A
11,60254847,60254847,1,5592,unspec
11,60255614,60255614,1,5593,unspec
11,60255691,60255691,1,5594,unspec
11,60256535,60256535,0.624444444,5595,unspec
11,60256713,60256713,1,5596,unspec
11,60256995,60256995,1,5597,unspec
11,60257178,60257178,1,5598,unspec
11,60257651,60257651,1,5599,unspec
11,60257783,60257783,1,5600,unspec
11,60257883,60257883,1,5601,unspec
11,60257981,60257981,1,5602,unspec
11,60258092,60258092,0.650480769,5603,unspec
11,60258114,60258114,1,5604,unspec
11,60258598,60258598,1,5605,unspec
11,60259140,60259140,1,5606,unspec
11,60259220,60259220,1,5607,unspec
11,86060628,86060628,1,5608,unspec
11,86060718,86060718,1,5609,unspec
11,86060811,86060811,0.806510682,5610,unspec
11,86060914,86060914,1,5611,unspec
11,86060954,86060954,1,5612,unspec
11,86061556,86061556,1,5613,unspec
11,86061594,86061594,1,5614,unspec
11,86061972,86061972,1,5615,unspec
11,86062068,86062068,1,5616,unspec
11,86062205,86062205,1,5617,unspec
11,86062462,86062462,1,5618,unspec
11,86062489,86062489,1,5619,unspec
11,86062514,86062514,1,5620,unspec
11,86062834,86062834,1,5621,unspec
13,70468196,70468196,1,5622,unspec
13,70468228,70468228,1,5623,unspec
13,70468248,70468248,1,5624,unspec
13,70468480,70468480,0.635142119,5625,unspec
13,70468871,70468871,1,5626,unspec
13,70468958,70468958,1,5627,unspec
13,70469049,70469049,1,5628,unspec
13,70469239,70469239,1,5629,unspec
13,70469729,70469729,1,5630,unspec
13,70469732,70469732,1,5631,unspec
13,70469972,70469972,1,5632,unspec
13,70470116,70470116,0.765405405,5633,unspec
13,70471206,70471206,1,5634,unspec
13,70471213,70471213,1,5635,unspec
13,70471362,70471362,0.830594901,5636,unspec
13,70471798,70471798,1,5637,unspec
13,70471963,70471963,1,5638,unspec
13,70472260,70472260,1,5639,unspec
13,70472335,70472335,1,5640,unspec
13,70472555,70472555,1,5641,unspec
13,70472903,70472903,1,5642,unspec
13,70472944,70472944,0.851278772,5643,unspec
13,70473040,70473040,1,5644,unspec
13,70473820,70473820,1,5645,unspec
13,70473907,70473907,1,5646,unspec
13,70473940,70473940,1,5647,unspec
13,70474039,70474039,1,5648,unspec
13,70474908,70474908,1,5649,unspec
13,70475072,70475072,1,5650,unspec
13,70475557,70475557,1,5651,unspec
13,70475654,70475654,1,5652,unspec
13,70475831,70475831,1,5653,unspec
13,70476661,70476661,1,5654,unspec
13,70476912,70476912,1,5655,unspec
13,70476972,70476972,1,5656,unspec
13,70477495,70477495,1,5657,unspec
13,70477570,70477570,1,5658,unspec
13,70477827,70477827,0.895107202,5659,unspec
13,70622329,70622329,1,5660,unspec
13,70622401,70622401,1,5661,unspec
13,70622470,70622470,1,5662,unspec
13,70622659,70622659,1,5663,unspec
13,70623109,70623109,1,5664,unspec
13,70623426,70623426,1,5665,unspec
13,70623427,70623427,0.761453397,5666,unspec
13,70623502,70623502,1,5667,unspec
13,70623629,70623629,1,5668,unspec
13,70623748,70623748,1,5669,unspec
13,70623903,70623903,1,5670,unspec
13,70623974,70623974,1,5671,unspec
13,70623996,70623996,1,5672,unspec
13,70624642,70624642,1,5673,unspec
13,70625034,70625034,1,5674,unspec
13,70625035,70625035,1,5675,unspec
13,70625183,70625183,1,5676,unspec
13,70625507,70625507,1,5677,unspec
13,70625620,70625620,1,5678,unspec
13,70627002,70627002,1,5679,unspec
13,70627052,70627052,1,5680,unspec
13,70627054,70627054,1,5681,unspec
13,70627078,70627078,0.732982456,5682,unspec
13,70627257,70627257,1,5683,unspec
13,70627287,70627287,1,5684,unspec
13,70627391,70627391,1,5685,unspec
13,70627793,70627793,1,5686,unspec
13,70628036,70628036,0.861037394,5687,unspec
13,70628673,70628673,1,5688,unspec
13,70629076,70629076,0.888382435,5689,unspec
13,70629089,70629089,1,5690,unspec
13,70629184,70629184,1,5691,unspec
13,70629212,70629212,1,5692,unspec
13,70629575,70629575,1,5693,unspec
13,70629715,70629715,1,5694,unspec
13,70629798,70629798,1,5695,unspec
13,70629889,70629889,1,5696,unspec
13,70629943,70629943,1,5697,unspec
13,70630055,70630055,0.806510682,5698,unspec
13,70630176,70630176,1,5699,unspec
13,70630546,70630546,1,5700,unspec
13,70630850,70630850,1,5701,unspec
13,70630919,70630919,1,5702,unspec
13,70631285,70631285,1,5703,unspec
13,70631463,70631463,1,5704,unspec
13,70631647,70631647,1,5705,unspec
13,70631686,70631686,1,5706,unspec
13,70632203,70632203,1,5707,unspec
14,28647317,28647317,1,5708,unspec
14,28647398,28647398,1,5709,unspec
14,28647489,28647489,1,5710,unspec
14,28647512,28647512,1,5711,unspec
14,28647529,28647529,1,5712,unspec
14,28647749,28647749,1,5713,unspec
14,28647845,28647845,1,5714,unspec
14,28648050,28648050,1,5715,unspec
14,28648390,28648390,1,5716,unspec
14,28648532,28648532,1,5717,unspec
14,28648577,28648577,1,5718,unspec
14,28649036,28649036,1,5719,unspec
14,28649487,28649487,1,5720,unspec
14,28649504,28649504,0.81669627,5721,unspec
14,28649567,28649567,1,5722,unspec
14,28649592,28649592,1,5723,unspec
14,28649984,28649984,1,5724,unspec
14,28650025,28650025,1,5725,unspec
14,28650912,28650912,1,5726,unspec
14,28651490,28651490,1,5727,unspec
14,28651766,28651766,1,5728,unspec
14,28651811,28651811,1,5729,unspec
14,28651895,28651895,1,5730,unspec
14,28652194,28652194,1,5731,unspec
14,28652300,28652300,1,5732,unspec
14,28652821,28652821,0.765405405,5733,unspec
14,28652980,28652980,0.775059382,5734,unspec
14,28653111,28653111,1,5735,unspec
14,28653389,28653389,1,5736,unspec
14,28653916,28653916,1,5737,unspec
14,28653975,28653975,1,5738,unspec
14,28654053,28654053,1,5739,unspec
14,28655498,28655498,1,5740,unspec
14,28655815,28655815,1,5741,unspec
14,28656072,28656072,0.861037394,5742,unspec
14,28656174,28656174,1,5743,unspec
14,28656248,28656248,1,5744,unspec
14,28657149,28657149,1,5745,unspec
14,73456297,73456297,1,5746,unspec
14,73456394,73456394,1,5747,unspec
14,73456711,73456711,0.820802621,5748,unspec
14,73456900,73456900,1,5749,unspec
14,73456969,73456969,1,5750,unspec
14,73457046,73457046,1,5751,unspec
14,73457101,73457101,1,5752,unspec
14,73457377,73457377,1,5753,unspec
14,73457557,73457557,1,5754,unspec
14,73457813,73457813,0.830594901,5755,unspec
14,73457856,73457856,1,5756,unspec
14,73458054,73458054,1,5757,unspec
14,73458102,73458102,1,5758,unspec
14,73458205,73458205,1,5759,unspec
14,73458565,73458565,0.765405405,5760,unspec
14,73458651,73458651,1,5761,unspec
14,73458657,73458657,1,5762,unspec
14,73458730,73458730,0.821401078,5763,unspec
14,73458848,73458848,0.861037394,5764,unspec
14,73459189,73459189,1,5765,unspec
14,73459640,73459640,1,5766,unspec
14,73459647,73459647,1,5767,unspec
14,73459801,73459801,1,5768,unspec
14,73459821,73459821,1,5769,unspec
14,73461751,73461751,1,5770,unspec
14,73462132,73462132,0.771773221,5771,unspec
14,73462405,73462405,1,5772,unspec
14,73462865,73462865,1,5773,unspec
14,73463197,73463197,1,5774,unspec
14,73463982,73463982,1,5775,unspec
14,73464351,73464351,1,5776,unspec
14,73464371,73464371,1,5777,unspec
14,73464391,73464391,0.817035775,5778,unspec
14,73464568,73464568,1,5779,unspec
14,73464600,73464600,1,5780,unspec
14,73464636,73464636,1,5781,unspec
14,73464902,73464902,1,5782,unspec
14,73464999,73464999,1,5783,unspec
14,73465254,73465254,1,5784,unspec
14,73465376,73465376,1,5785,unspec
14,73465943,73465943,1,5786,unspec
14,73465951,73465951,1,5787,unspec
14,73466041,73466041,0.830594901,5788,unspec
14,73466085,73466085,1,5789,unspec
14,73466194,73466194,0.81669627,5790,unspec
14,73466260,73466260,1,5791,unspec
14,73505419,73505419,1,5792,unspec
14,73505585,73505585,1,5793,unspec
14,73505682,73505682,1,5794,unspec
14,73505831,73505831,1,5795,unspec
14,73506074,73506074,1,5796,unspec
14,73506121,73506121,1,5797,unspec
14,73506550,73506550,0.765405405,5798,unspec
14,73506660,73506660,1,5799,unspec
14,73506683,73506683,1,5800,unspec
14,73506686,73506686,1,5801,unspec
14,73507098,73507098,1,5802,unspec
14,73507496,73507496,0.806510682,5803,unspec
14,73507549,73507549,0.849444081,5804,unspec
14,73507611,73507611,0.751324503,5805,unspec
14,73507827,73507827,1,5806,unspec
14,73507836,73507836,1,5807,unspec
14,73507954,73507954,1,5808,unspec
14,73508475,73508475,1,5809,unspec
14,73509074,73509074,1,5810,unspec
14,73509905,73509905,1,5811,unspec
14,73510230,73510230,1,5812,unspec
14,73510448,73510448,1,5813,unspec
14,73511376,73511376,1,5814,unspec
14,73512321,73512321,1,5815,unspec
14,73513224,73513224,0.830594901,5816,unspec
14,73513468,73513468,0.707296137,5817,unspec
14,73514589,73514589,1,5818,unspec
14,73514865,73514865,1,5819,unspec
14,92467549,92467549,1,5820,unspec
14,92467675,92467675,1,5821,unspec
14,92467728,92467728,1,5822,unspec
14,92467776,92467776,0.864142012,5823,unspec
14,92467808,92467808,1,5824,unspec
14,92467840,92467840,1,5825,unspec
14,92467925,92467925,1,5826,unspec
14,92467971,92467971,1,5827,unspec
14,92468035,92468035,0.81669627,5828,unspec
14,92468078,92468078,0.771773221,5829,unspec
14,92468125,92468125,1,5830,unspec
14,92468154,92468154,1,5831,unspec
14,92468165,92468165,1,5832,unspec
14,92468355,92468355,0.812387612,5833,unspec
14,92468580,92468580,0.765405405,5834,unspec
14,92468654,92468654,1,5835,unspec
14,92468893,92468893,1,5836,unspec
14,92469290,92469290,1,5837,unspec
14,92469291,92469291,1,5838,unspec
14,92469305,92469305,1,5839,unspec
14,92469369,92469369,1,5840,unspec
14,92469370,92469370,1,5841,unspec
14,92469400,92469400,1,5842,unspec
14,92469409,92469409,1,5843,unspec
14,92469426,92469426,1,5844,unspec
14,92469466,92469466,0.830594901,5845,unspec
14,92469490,92469490,0.845660881,5846,unspec
14,92469527,92469527,1,5847,unspec
14,92469600,92469600,1,5848,unspec
14,92469726,92469726,1,5849,unspec
14,92469748,92469748,1,5850,unspec
14,92470012,92470012,1,5851,unspec
14,92470256,92470256,0.670183486,5852,unspec
14,92470276,92470276,0.812387612,5853,unspec
14,92470339,92470339,1,5854,unspec
14,92470346,92470346,0.624444444,5855,unspec
14,92470395,92470395,0.888382435,5856,unspec
14,92470595,92470595,1,5857,unspec
14,92470627,92470627,0.771773221,5858,unspec
14,92470634,92470634,1,5859,unspec
14,92470675,92470675,1,5860,unspec
14,92470683,92470683,0.806510682,5861,unspec
14,92470898,92470898,1,5862,unspec
14,92470949,92470949,1,5863,unspec
14,92471076,92471076,1,5864,unspec
14,92471271,92471271,1,5865,unspec
14,92471434,92471434,0.81669627,5866,unspec
14,92471568,92471568,1,5867,unspec
14,92471921,92471921,1,5868,unspec
14,92472038,92472038,1,5869,unspec
14,92472047,92472047,1,5870,unspec
14,92472071,92472071,1,5871,unspec
14,92472209,92472209,1,5872,unspec
14,92472337,92472337,1,5873,unspec
14,92472344,92472344,0.771773221,5874,unspec
14,92472416,92472416,1,5875,unspec
14,92472511,92472511,0.805280528,5876,unspec
14,92472548,92472548,1,5877,unspec
14,92472654,92472654,1,5878,unspec
14,92472679,92472679,1,5879,unspec
14,92472732,92472732,0.722846442,5880,unspec
14,92472866,92472866,1,5881,unspec
14,92473478,92473478,1,5882,unspec
14,92473743,92473743,1,5883,unspec
14,92473865,92473865,1,5884,unspec
14,92474371,92474371,1,5885,unspec
14,92474478,92474478,1,5886,unspec
14,92474641,92474641,1,5887,unspec
14,92474994,92474994,0.81669627,5888,unspec
14,92475152,92475152,1,5889,unspec
14,92475766,92475766,1,5890,unspec
14,92475866,92475866,1,5891,unspec
14,92476206,92476206,0.749248748,5892,unspec
14,92476306,92476306,0.830022745,5893,unspec
14,92476872,92476872,1,5894,unspec
14,92515964,92515964,0.817035775,5895,unspec
14,92516049,92516049,1,5896,unspec
14,92516281,92516281,1,5897,unspec
14,92516769,92516769,1,5898,unspec
14,92516773,92516773,1,5899,unspec
14,92517154,92517154,1,5900,unspec
14,92517180,92517180,1,5901,unspec
14,92517198,92517198,0.852184927,5902,unspec
14,92517301,92517301,1,5903,unspec
14,92517677,92517677,1,5904,unspec
14,92517707,92517707,1,5905,unspec
14,92517925,92517925,1,5906,unspec
14,92518005,92518005,1,5907,unspec
14,92518334,92518334,1,5908,unspec
14,92518657,92518657,1,5909,unspec
14,92518769,92518769,1,5910,unspec
14,92518925,92518925,0.861037394,5911,unspec
14,92519531,92519531,1,5912,unspec
14,92519561,92519561,1,5913,unspec
14,92519607,92519607,1,5914,unspec
14,92519695,92519695,1,5915,unspec
14,92519801,92519801,1,5916,unspec
14,92519825,92519825,1,5917,unspec
14,92519977,92519977,1,5918,unspec
14,92520241,92520241,0.830594901,5919,unspec
14,92520371,92520371,1,5920,unspec
14,92520457,92520457,1,5921,unspec
14,92520519,92520519,1,5922,unspec
14,92520633,92520633,1,5923,unspec
14,92520680,92520680,1,5924,unspec
14,92520790,92520790,1,5925,unspec
14,92520992,92520992,1,5926,unspec
14,92521014,92521014,1,5927,unspec
14,92521161,92521161,1,5928,unspec
14,92521244,92521244,1,5929,unspec
14,92522009,92522009,0.890597345,5930,unspec
14,92522096,92522096,1,5931,unspec
