chr,start,end,kappa,tau,T_original,T_Knock1,T_Knock2,T_Knock3,T_Knock4,T_Knock5,q-value,Ind,MarkerName
11,47354897,47354897,3,0.0014459,0.003854,0.0018899,0.0013786,0.0040419,0.0039236,0.002596,1,5308,unspec
11,47354993,47354993,1,0.00260433,0.0010585,0.0030639,0.00045957,4.19E-05,0.00034568,0.0008219,1,5309,unspec
11,47355732,47355732,4,0.0012743,0.002016,0.00014436,0.0011949,0.0011892,0.0024635,0.00033431,1,5310,unspec
11,47355908,47355908,5,0.0052476,0.0024333,0.0016055,0.002257,0.00058164,0.0011168,0.0068531,1,5311,unspec
11,47355936,47355936,5,0.0015121,0.0025109,0.0018718,0.0012432,0.0014912,0.0021369,0.0033839,1,5312,unspec
11,47355959,47355959,3,0.0082942,0.00111,0.011316,0.0050296,0.012432,0.0041378,0.0022362,1,5313,unspec
11,47356165,47356165,0,0.0004983,0.0021934,0.0012863,0.0020908,0.0017864,0.0015701,0.0016951,1,5314,unspec
11,47356342,47356342,0,0.0008748,0.0020548,0.0014799,0.00011381,0.00118,0.0020069,0.0006711,0.882844244,5315,unspec
11,47356694,47356694,1,0.0025338,0.0031784,0.0096183,0.0092897,0.0092361,0.0056097,0.0070845,1,5316,unspec
11,47356722,47356722,1,0.0006379,0.0018025,0.0024404,0.0019785,0.0014547,0.0022491,0.0016302,1,5317,unspec
11,47356845,47356845,1,0.002281,0.0025738,0.0042722,0.0019912,0.0014386,0.0037725,0.0005556,1,5318,unspec
11,47356848,47356848,0,0.004868,0.015336,0.011408,0.010468,0.014561,0.0051463,0.0016442,0.663366337,5319,unspec
11,47357223,47357223,2,0.0022399,0.0044577,0.0045019,0.0067418,0.0052579,0.0046771,0.0020329,1,5320,unspec
11,47357292,47357292,3,0.0031562,0.0018412,0.0026297,0.00026589,0.0049974,0.00077749,0.0036374,1,5321,unspec
11,47357333,47357333,1,0.0023088,0.0029906,0.0049252,0.0018633,0.0046856,0.0024794,0.0026164,1,5322,unspec
11,47357350,47357350,0,0.007107,0.018803,0.008586,0.015871,0.0015934,0.015524,0.011696,0.50137931,5323,unspec
11,47357433,47357433,1,0.0032516,0.0036909,0.0069741,0.002381,0.004433,0.0053216,0.0037225,1,5324,unspec
11,47357444,47357444,1,0.0014547,0.0034068,0.0045342,0.0039926,0.0024778,0.0012785,0.0030795,1,5325,unspec
11,47357472,47357472,1,0.0019722,0.0024205,0.0043927,0.0027519,0.0026765,0.001849,0.00049327,1,5326,unspec
11,47357508,47357508,3,0.0012953,0.0015001,0.00091316,0.0013616,0.0026569,8.97E-05,0.0025396,1,5327,unspec
11,47357576,47357576,4,0.023994,0.029301,0.015459,0.0030473,0.033176,0.039453,0.011442,1,5328,unspec
11,47357661,47357661,0,0.1643,0.38074,0.23996,0.21644,0.015595,0.32617,0.11109,0.32815534,5329,unspec
11,47357762,47357762,2,0.0010274,0.0014154,0.0016333,0.0030006,0.0019732,0.002285,0.0027071,1,5330,unspec
11,47357856,47357856,5,0.0041857,0.004766,0.0040381,0.0035395,0.006334,0.0018909,0.0082238,1,5331,unspec
11,47357891,47357891,3,0.0014088,0.0025007,0.0021726,0.0031345,0.0035814,0.0014618,0.0018156,1,5332,unspec
11,47358058,47358058,2,0.0005238,0.0019444,0.0024565,0.0027721,0.0018333,0.0022483,0.0022595,1,5333,unspec
11,47358064,47358064,3,0.00584848,0.0022795,0.00046972,0.00045713,0.0063182,0.0018209,4.10E-05,1,5334,unspec
11,47358095,47358095,2,0.0041587,0.0069563,0.0056888,0.011115,0.0077594,0.010249,0.0013263,1,5335,unspec
11,47358289,47358289,0,0.7978086,0.80016,0.0006969,0.0042411,0.0023514,0.010132,0.00031278,0.240909091,5336,unspec
11,47358478,47358478,2,0.0003597,0.002334,0.0023755,0.0026937,0.0024617,0.0023046,0.00082092,1,5337,unspec
11,47358510,47358510,2,0.0008044,0.0025242,0.0023474,0.0030125,0.001938,0.0022081,0.0012598,1,5338,unspec
11,47358536,47358536,0,0.0014828,0.0038993,0.00031144,0.0026246,0.003688,0.0024165,0.0015216,0.842074928,5339,unspec
11,47358739,47358739,4,0.0021481,0.001282,0.0031291,0.0023553,0.0041549,0.0049243,0.0027762,1,5340,unspec
11,47358789,47358789,5,0.0044375,0.0011627,0.0040101,0.0014295,0.0038322,0.0038963,0.0082697,1,5341,unspec
11,47359042,47359042,0,0.0014133,0.0029486,0.0015353,0.00087117,0.0013692,0.0017811,0.0019918,0.856861365,5342,unspec
11,47359272,47359272,5,0.0007763,0.0018757,0.00084448,0.0017934,0.0021431,0.0015294,0.0025697,1,5343,unspec
11,47359444,47359444,1,0.0015104,0.0015995,0.0031099,0.0021111,0.00033005,0.00073762,0.002604,1,5344,unspec
11,47360091,47360091,3,0.0029353,0.0044085,0.0021508,0.0024785,0.0054138,0.0042602,0.0021758,1,5345,unspec
11,47360336,47360336,2,0.0017083,0.0019905,0.0033497,0.005058,0.0038544,0.0042469,0.0023357,1,5346,unspec
11,47360875,47360875,0,0.006652,0.0097708,0.0031188,0.0097047,0.0024267,0.00899,0.0026158,0.527687296,5347,unspec
11,47361052,47361052,4,0.0011954,0.00058457,0.0011821,0.0018891,0.0019787,0.0030845,0.0023246,1,5348,unspec
11,47361724,47361724,0,0.0063226,0.0075732,0.0025802,0.00052755,0.0012506,0.0053951,0.00086357,0.545510836,5349,unspec
11,47361822,47361822,3,0.0014291,0.0023069,0.0016114,0.0028679,0.003736,0.0020835,0.0029359,1,5350,unspec
11,47361906,47361906,3,0.0030013,0.001087,0.0010467,0.00030908,0.0040265,0.0010252,0.00033036,1,5351,unspec
11,47362638,47362638,0,0.0029865,0.00587,0.002051,0.0037355,0.0028835,0.0023013,0.0037676,0.756160458,5352,unspec
11,47362774,47362774,2,0.00190532,0.00064892,0.00081438,0.0027197,0.0019368,0.00041417,0.0010569,1,5353,unspec
11,47362933,47362933,4,0.605126,0.062824,0.039665,0.053844,0.10511,0.66795,0.08291,1,5354,unspec
11,47363046,47363046,0,2.271645,2.3401,0.068455,0.013687,0.20995,1.3898,0.040456,0.176119403,5355,SPI1
11,47363643,47363643,0,0.0191821,0.02522,0.0098957,0.0024323,0.0060379,0.0071218,0.0022063,0.406756757,5356,unspec
11,47423243,47423243,3,0.00165892,0.0023632,0.0018273,0.00097224,0.0026474,0.00098848,0.00030774,1,5357,unspec
11,47424327,47424327,3,0.006068,0.0016142,0.0018989,0.0030429,0.0079669,0.0020679,0.0010766,1,5358,unspec
11,47424741,47424741,4,2.383541,0.020946,0.013259,0.011532,0.0053865,2.3968,0.0144,1,5359,unspec
11,47425651,47425651,1,0.0100362,0.001797,0.014748,0.010223,0.0093856,0.0047118,0.0046905,1,5360,unspec
11,47425795,47425795,1,0.0082781,0.013222,0.01506,0.00033462,0.0067819,0.0099351,0.001097,1,5361,unspec
11,47426404,47426404,2,0.0068729,0.0047631,0.0075709,0.011482,0.0046091,0.0041603,0.0023892,1,5362,unspec
11,47426783,47426783,5,0.0038344,0.0029828,0.002715,0.0055016,0.0017073,0.0016584,0.0065494,1,5363,unspec
11,47426946,47426946,1,0.283587,0.18672,0.34435,0.0088629,0.30756,0.060763,0.010411,1,5364,unspec
11,47426996,47426996,2,0.0058941,0.0023769,0.00041495,0.008271,0.0015583,0.0059603,0.0052703,1,5365,unspec
11,47427106,47427106,2,0.0053386,0.0038284,0.0037342,0.0095698,0.0042312,0.0051769,0.0071092,1,5366,unspec
11,47427134,47427134,0,0.0012399,0.0042298,0.0032127,0.0033757,0.0029899,0.0017257,0.00098434,0.858585859,5367,unspec
11,47427521,47427521,5,0.0095557,0.00064578,0.0084017,0.0053593,0.0033404,0.010474,0.014915,1,5368,unspec
11,47427550,47427550,0,0.331784,0.35605,0.064933,0.013713,0.0010789,0.024266,0.027492,0.303092784,5369,unspec
11,47427689,47427689,5,0.0021052,0.0025544,0.002162,0.0017259,0.002813,0.0006774,0.0042672,1,5370,unspec
11,47427827,47427827,2,0.0060988,0.0018204,0.0056306,0.0083726,0.0021104,0.0022738,0.0051318,1,5371,unspec
11,47427993,47427993,1,0.0020588,0.0011892,0.004411,0.002116,0.0026658,0.0024696,0.0023522,1,5372,unspec
11,47428040,47428040,2,0.0016802,0.0020285,0.0023332,0.003593,0.00096127,0.00060852,0.0019128,1,5373,unspec
11,47428313,47428313,4,0.0017678,0.0012017,0.00093651,0.0012896,0.0021375,0.0030574,0.0021287,1,5374,unspec
11,47428362,47428362,2,0.0050177,0.0020789,0.0049893,0.0071367,0.002119,0.0011725,0.0022749,1,5375,unspec
11,47428424,47428424,4,0.0008889,0.00039681,0.0021837,0.0034282,0.0032861,0.004175,0.0039009,1,5376,unspec
11,47428767,47428767,0,0.0035158,0.0065283,0.0030125,0.0015428,0.0050177,0.0023328,0.0044677,0.703378378,5377,unspec
11,47428787,47428787,0,0.00712,0.010031,0.00024596,0.0025954,0.0052209,0.0062689,0.002911,0.500348432,5378,unspec
11,47428868,47428868,4,0.0052882,0.0004579,0.0046788,0.0010591,0.0011652,0.0063473,0.0010466,1,5379,unspec
11,47428947,47428947,2,0.005686,0.0056695,0.0039935,0.0088448,0.0026108,0.0010153,0.0031588,1,5380,unspec
11,47429474,47429474,4,0.0040899,0.00079491,0.0012171,0.0021186,0.0014081,0.005498,0.0017844,1,5381,unspec
11,47429497,47429497,4,0.0017251,0.0028883,0.00084607,0.0015016,0.0017343,0.0034594,0.0018695,1,5382,unspec
11,47429731,47429731,2,0.0017186,0.0020637,0.0011881,0.0037576,0.002039,0.0023598,0.00088337,1,5383,unspec
11,47429966,47429966,1,0.003499,0.0030648,0.0059908,0.0014632,0.0024918,0.0021799,0.0028408,1,5384,unspec
11,47430072,47430072,0,0.0025844,0.007759,0.004597,0.0057236,0.0055576,0.0051746,0.0038838,0.791187271,5385,unspec
11,47430278,47430278,5,0.002663,0.00085391,0.0012037,0.0033272,0.0032456,0.0019701,0.0046331,1,5386,unspec
11,47430474,47430474,2,1.024013,0.14293,0.6701,1.0835,0.059487,0.0013037,0.0099492,1,5387,unspec
11,47430770,47430770,5,0.00303152,0.0028712,0.00063348,0.0016424,0.00011142,0.00032099,0.003665,1,5388,unspec
11,47431193,47431193,3,0.0053629,0.0018667,0.0042732,0.0084508,0.0096361,0.0078772,0.0012889,1,5389,unspec
11,47431245,47431245,0,0.0010318,0.002887,0.0021835,0.0011813,0.00275,0.0011444,0.0018552,0.871666667,5390,unspec
11,47431771,47431771,3,0.0021563,0.0017154,0.0022828,0.0028221,0.0044391,0.0032125,0.0016863,1,5391,unspec
11,47431967,47431967,0,0.0026285,0.0041384,0.0040064,0.0015099,0.0014071,0.00038653,0.0027627,0.787096774,5392,unspec
11,47432171,47432171,4,0.0044144,0.0051303,0.0022785,0.0028484,0.0070759,0.0072628,0.00092983,1,5393,unspec
11,47432277,47432277,3,0.0087332,0.00045164,0.0030158,0.0037882,0.011749,0.00079595,0.0058358,1,5394,unspec
11,47432460,47432460,1,0.0032708,0.0027206,0.0051201,0.00029899,0.0021064,0.0016493,0.0018493,1,5395,unspec
11,47531765,47531765,3,0.0006479,0.0021364,0.0021053,0.0022633,0.0027633,0.00079665,0.0021154,1,5396,unspec
11,47532331,47532331,4,0.0033213,0.0050117,0.00099048,0.0020972,0.0024383,0.0057596,0.0042379,1,5397,unspec
11,47532361,47532361,3,0.0010053,0.0022191,0.0013245,0.0024032,0.0026393,0.0007812,0.001634,1,5398,unspec
11,47532621,47532621,1,0.0012425,0.0031951,0.0034983,0.0031851,0.0018223,0.0022558,0.00077668,1,5399,unspec
11,47532785,47532785,3,0.0015411,0.00075928,0.0060637,0.0057922,0.0073333,0.0070529,0.0050098,1,5400,unspec
11,47533237,47533237,0,0.0017054,0.0029488,0.0010092,0.0017831,0.0029125,0.0012434,0.0012054,0.83728,5401,unspec
11,47533346,47533346,3,0.0009797,0.0026176,0.0011148,0.0016474,0.0026271,0.0014518,0.0025787,1,5402,unspec
11,47533451,47533451,3,0.0008208,0.0033398,0.0019707,0.0026496,0.0034704,0.0026562,0.002578,1,5403,unspec
11,47533716,47533716,2,0.0011841,0.0029782,0.0011233,0.0031167,0.0019326,0.0024496,0.0019088,1,5404,unspec
11,47533779,47533779,1,0.0056787,0.0011447,0.0068234,0.0045493,0.004328,0.0005352,0.00064143,1,5405,unspec
11,47533842,47533842,2,0.0007952,0.001871,0.0014605,0.0023638,0.0015604,0.0015686,0.0016825,1,5406,unspec
11,47534127,47534127,2,0.00028,0.0025995,0.0024069,0.0026869,0.0017381,0.0019511,0.002576,1,5407,unspec
11,47534531,47534531,5,0.0019406,0.0040742,0.0035812,0.0012066,0.00093817,0.0024048,0.0043454,1,5408,unspec
11,47534832,47534832,1,0.0008801,0.0024289,0.0026906,0.001229,0.0021277,0.0018105,0.0012212,1,5409,unspec
11,47535006,47535006,4,6.58E-05,0.001467,0.0015544,0.0020725,0.0020658,0.0021316,0.0021252,1,5410,unspec
11,47535031,47535031,1,0.0027435,0.0011032,0.0038467,0.0025759,0.00086626,0.0014695,0.00060388,1,5411,unspec
11,47535334,47535334,5,0.0013717,0.0015948,0.0021763,0.0030989,0.0017748,0.0013023,0.0031465,1,5412,unspec
11,47535608,47535608,2,0.0016892,0.0022388,0.0020428,0.0030126,0.0013234,0.0010659,0.00029692,1,5413,unspec
11,47535659,47535659,4,0.000409,0.0014293,0.0021263,0.0024255,0.0024061,0.0025353,0.0014502,1,5414,unspec
11,47535804,47535804,1,0.0027839,0.0012855,0.0041989,0.0039435,0.0036403,0.001415,0.0013563,1,5415,unspec
11,47536240,47536240,0,0.0010927,0.0025625,0.0014698,0.00084051,0.0021064,0.00026548,0.0017927,0.866096518,5416,unspec
11,47536319,47536319,2,0.0034135,0.0039691,0.0025684,0.0059819,0.0016735,0.0021145,0.0042649,1,5417,unspec
11,47536557,47536557,1,0.0016984,0.0010363,0.0027347,0.00032921,0.0020737,0.00099567,0.0023661,1,5418,unspec
11,47536668,47536668,1,0.002655,0.0021238,0.0047788,0.0033766,0.0011987,0.0044358,0.0017625,1,5419,unspec
11,47536964,47536964,0,0.0010233,0.002477,0.0014537,0.0013744,0.0013381,0.0015144,0.0018254,0.871666667,5420,unspec
11,47537053,47537053,3,0.0008787,0.0022064,0.0018161,0.0016413,0.00252,0.00066395,0.0015182,1,5421,unspec
11,47537306,47537306,1,0.00555079,0.00066613,0.0063174,0.0040054,0.00076661,0.00020224,0.001936,1,5422,unspec
11,47537595,47537595,0,0.0016214,0.0031508,0.0014801,0.0023213,0.0014343,0.0015294,0.002246,0.840737894,5423,unspec
11,47538250,47538250,2,0.0011007,0.001647,0.00028893,0.0027477,6.67E-05,0.0019504,0.001729,1,5424,unspec
11,47538420,47538420,0,0.0074198,0.0091692,0.0026045,0.0017494,0.0018412,0.0011553,0.00085145,0.497142857,5425,unspec
11,47538555,47538555,0,0.0015449,0.0041102,0.0025371,0.0030432,0.0020354,0.0025653,0.0028338,0.842074928,5426,unspec
11,47538881,47538881,5,0.0021576,0.0019009,0.00067597,0.00033324,0.0008241,0.0022681,0.0029817,1,5427,unspec
11,47539142,47539142,5,0.0007723,0.0023296,0.0022959,0.0017524,0.0016426,0.0020139,0.0027862,1,5428,unspec
11,47539229,47539229,3,0.000931,0.002675,0.0021695,0.0016071,0.0031353,0.0023784,0.0022043,1,5429,unspec
11,47540677,47540677,5,0.0001079,0.0021825,0.0022459,0.0020031,0.0022266,0.0021949,0.0023028,1,5430,unspec
11,47540689,47540689,1,0.00165822,0.0003097,0.0025312,0.0013886,0.00087298,0.0018007,0.00068691,1,5431,unspec
11,47540972,47540972,3,0.0011904,0.00057918,0.0017208,0.0019633,0.0028368,0.0016464,0.00067539,1,5432,unspec
11,60151317,60151317,5,0.0020323,0.0014273,0.0021494,0.0022082,0.0027653,0.0014806,0.0041817,1,5433,unspec
11,60151364,60151364,2,0.0062372,0.0023379,0.00090892,0.0092877,0.0030505,0.0034968,0.0032494,1,5434,unspec
11,60151386,60151386,4,0.00333005,0.00078925,0.00076977,0.00092915,0.00065489,0.0041193,0.0011792,1,5435,unspec
11,60151392,60151392,4,0.0002705,0.0023216,0.0023755,0.00083884,0.0016708,0.0025921,0.0023643,1,5436,unspec
11,60151692,60151692,3,0.0072692,0.0028978,0.0022193,0.0031834,0.010167,0.0056756,0.0013602,1,5437,unspec
11,60152302,60152302,3,0.0012778,0.0026376,0.0015891,0.0018146,0.0030924,0.0025296,0.0017542,1,5438,unspec
11,60152758,60152758,1,0.0012966,0.0013777,0.0026743,0.00099405,0.0021997,0.0018845,0.00098629,1,5439,unspec
11,60152882,60152882,5,0.0015557,0.00070434,0.0027105,0.0013069,0.0017811,0.00065406,0.0028626,1,5440,unspec
11,60153032,60153032,2,0.0043219,0.0041731,0.0025766,0.0066848,0.00043937,0.00064413,0.0023629,1,5441,unspec
11,60153052,60153052,5,0.0005948,0.001616,0.0017925,0.0017495,0.0021297,0.0023153,0.0023873,1,5442,unspec
11,60153105,60153105,3,0.000635,0.0020795,0.0026719,0.0015505,0.0027145,0.0024278,0.001659,1,5443,unspec
11,60153527,60153527,3,0.0007047,0.0020851,0.0017431,0.0022827,0.0027898,0.0019594,0.0022545,1,5444,unspec
11,60153704,60153704,2,0.0006775,0.00085606,4.33E-05,0.0025763,0.0020449,0.0022897,0.0018988,1,5445,unspec
11,60153711,60153711,0,0.0004504,0.0028144,0.0012117,0.0024217,0.002364,0.0018205,0.0026083,1,5446,unspec
11,60153783,60153783,0,0.0011964,0.0028123,0.0016159,0.00093554,0.0016568,0.0015749,0.0019641,0.858585859,5447,unspec
11,60153995,60153995,0,0.0015223,0.0028602,0.0017284,0.0012773,0.001319,0.0013379,0.0022489,0.842074928,5448,unspec
11,60154018,60154018,3,0.0021366,0.0020596,0.0025939,0.0017757,0.0039938,0.0018572,0.00066936,1,5449,unspec
11,60154123,60154123,1,0.0005221,0.0014949,0.002017,0.0017208,0.0014918,0.00158,0.0014197,1,5450,unspec
11,60154758,60154758,4,0.0012586,0.0018569,0.0024523,0.0022642,0.0023555,0.0035228,0.00036858,1,5451,unspec
11,60154847,60154847,2,0.0129439,0.0044748,0.015516,0.017534,0.0033806,0.0095085,0.0045901,1,5452,unspec
11,60154901,60154901,3,0.0015803,0.0026273,0.0013514,0.0021997,0.0032908,0.00082256,0.0017105,1,5453,unspec
11,60154998,60154998,3,0.0005046,0.0020852,0.0023513,0.0015975,0.0024964,0.0019918,0.0013782,1,5454,unspec
11,60155011,60155011,3,0.0012462,0.0031163,0.0009383,0.0039524,0.0043625,0.0031565,0.0018444,1,5455,unspec
11,60155095,60155095,5,0.00408042,4.77E-05,0.00039138,0.0039181,0.00032109,0.00058275,0.0044718,1,5456,unspec
11,60155146,60155146,1,0.0019662,0.0021266,0.0032559,0.0023113,0.0010985,0.0012897,0.00053997,1,5457,unspec
11,60155608,60155608,2,0.0136694,0.0010615,0.010141,0.016559,0.0028896,0.0022629,0.014143,1,5458,unspec
11,60155721,60155721,1,0.0053971,0.0043146,0.0097117,0.0036133,0.0017266,0.0058453,0.0067768,1,5459,unspec
11,60155835,60155835,1,0.000859,0.001888,0.0026043,0.0011912,0.0017846,0.0017453,0.0014817,1,5460,unspec
11,60156035,60156035,2,0.0026753,0.0031598,0.0016,0.0046297,0.0019544,0.0027776,0.00056807,1,5461,unspec
11,60156518,60156518,4,0.0185136,0.021035,0.0038903,0.0097084,0.011387,0.028222,0.002789,1,5462,unspec
11,60156549,60156549,5,0.0025453,0.0025721,0.00070723,0.0027912,0.0044217,0.0045481,0.0053365,1,5463,unspec
11,60156789,60156789,2,0.0009419,0.0023277,0.0026326,0.0030831,0.001937,0.0021412,0.00024169,1,5464,unspec
11,60156949,60156949,4,0.0094148,0.00062345,0.0025032,0.01057,0.0028316,0.011918,0.0017501,1,5465,unspec
11,60157158,60157158,3,0.0018121,0.0013165,0.001158,0.0018617,0.0031286,0.0028638,0.00089347,1,5466,unspec
11,60157486,60157486,2,0.0185892,0.0014428,0.00033924,0.020032,0.008387,0.00098656,0.0042054,1,5467,unspec
11,60157768,60157768,2,0.0007314,0.0026171,0.0023373,0.0027537,0.0015937,0.0020223,0.0010175,1,5468,unspec
11,60158468,60158468,1,0.0011577,0.0029401,0.0040978,0.003757,0.0028709,0.0024564,0.0037218,1,5469,unspec
11,60158770,60158770,0,0.0005065,0.0026981,0.0021916,0.0021763,0.0024233,0.0014123,0.0022185,1,5470,unspec
11,60158783,60158783,5,0.006514,0.004611,0.0023096,0.0036992,0.0065577,0.0049247,0.011125,1,5471,unspec
11,60159566,60159566,5,0.0012491,0.0016786,0.0013467,0.0024285,0.0020665,0.0020857,0.0033156,1,5472,unspec
11,60160011,60160011,2,0.0011081,0.0027767,0.0017231,0.0028312,0.0014103,0.00053024,0.0024292,1,5473,unspec
11,60160368,60160368,2,0.0010938,0.0028189,0.0024223,0.0032179,0.0021241,0.00061743,0.00058712,1,5474,unspec
11,60160615,60160615,4,0.0009469,0.0025889,0.0019848,0.0012422,0.0018563,0.0028032,0.0017657,1,5475,unspec
11,60160949,60160949,4,0.0007871,0.0017799,0.0020135,0.0013948,0.0023254,0.0028006,0.0022946,1,5476,unspec
11,60164577,60164577,1,0.0006273,0.0020505,0.0033803,0.0027625,0.002753,0.0020659,0.0032394,1,5477,unspec
11,60165106,60165106,2,0.0060333,0.00019441,0.00051481,0.0072065,0.0011732,0.0019132,0.0035055,1,5478,unspec
11,60165153,60165153,2,0.002299,0.0020428,0.0030895,0.0046832,0.0023842,0.002089,0.0024737,1,5479,unspec
11,60165407,60165407,5,0.0008407,0.0017148,0.0022286,0.002129,0.0017496,0.0015743,0.0025903,1,5480,unspec
11,60165513,60165513,0,0.0017443,0.003152,0.0015822,0.0018663,0.00079897,0.0014077,0.0013002,0.834979757,5481,unspec
11,60166019,60166019,3,0.0079622,9.60E-05,0.0018507,0.009255,0.0098129,0.0033129,0.00047024,1,5482,unspec
11,60166350,60166350,1,0.003233,0.00051593,0.004345,0.001112,0.0028316,0.0015822,0.00057525,1,5483,unspec
11,60166589,60166589,1,0.0008508,0.002476,0.0030159,0.0021651,0.0016111,0.0023503,0.0020709,1,5484,unspec
11,60167254,60167254,1,0.0023606,0.00017424,0.0042064,0.0018458,0.0032646,0.0036172,0.00079768,1,5485,unspec
11,60167809,60167809,5,0.0011755,0.0022277,0.0021741,0.0023228,0.0024031,0.0024658,0.0034983,1,5486,unspec
11,60167996,60167996,1,0.0007495,0.001395,0.0028959,0.0021754,0.0019278,0.0021464,0.0024466,1,5487,unspec
11,60168398,60168398,0,0.0008496,0.0029203,0.0020707,0.00059556,0.0017307,0.0022966,0.0024298,0.884011142,5488,unspec
11,60168465,60168465,3,0.0004998,0.0019696,0.0013402,0.0018925,0.0023923,0.0019873,0.0011542,1,5489,unspec
11,60168534,60168534,1,0.0009445,0.0043649,0.0053094,0.00099402,0.003957,0.0047056,0.0047213,1,5490,unspec
11,60168792,60168792,3,0.0003864,0.0019557,0.0020327,0.0021727,0.0024191,0.0023638,0.0010246,1,5491,unspec
11,60169284,60169284,2,1.3246783,0.0015262,0.0021712,1.3284,0.010879,0.0037217,0.010022,1,5492,unspec
11,60169453,60169453,0,0.0015853,0.0046667,0.0032647,0.0013193,0.00053255,0.0032298,0.0030814,0.842074928,5493,unspec
11,60169506,60169506,2,0.0020925,0.0024361,0.0028265,0.004919,0.0022841,0.0041485,0.0037805,1,5494,unspec
11,60169555,60169555,3,0.0005343,0.0017445,0.0015862,0.0014127,0.0021205,0.00086797,0.0019967,1,5495,unspec
11,60170152,60170152,2,0.00261681,5.78E-05,0.0012878,0.0031811,0.0021294,5.87E-05,0.00056429,1,5496,unspec
11,60170565,60170565,5,0.0006225,0.0025876,0.0019824,0.0022042,0.0025467,0.001584,0.0028267,1,5497,unspec
11,60170894,60170894,5,0.0005329,0.0020699,0.0019761,0.0011977,0.0016251,0.0013996,0.002158,1,5498,unspec
11,60171463,60171463,4,0.0011935,0.00065973,0.0020037,0.0013563,0.0013555,0.0025498,0.0024372,1,5499,unspec
11,60171834,60171834,5,0.0004799,0.001866,0.0017324,0.0021975,0.0020796,0.0020678,0.0025477,1,5500,unspec
11,60172481,60172481,2,0.0027183,0.0025154,0.0015399,0.0060702,0.0047481,0.0045041,0.0033519,1,5501,unspec
11,60172798,60172798,3,0.0011404,0.0022809,0.0026977,0.0014742,0.0034213,0.0025859,0.0017082,1,5502,unspec
11,60173027,60173027,0,0.0028139,0.0045323,0.0019043,0.0037186,0.0011647,0.0017184,0.0016576,0.76684492,5503,unspec
11,60173126,60173126,3,0.0101169,0.0078784,0.001889,0.0035221,0.013639,0.0061602,0.0017516,1,5504,unspec
11,60173178,60173178,3,0.0010849,0.00087494,0.001638,0.0014268,0.0025107,0.00065211,0.0014258,1,5505,unspec
11,60173549,60173549,1,0.001579,0.0016057,0.0027814,0.0010651,0.0012785,6.65E-08,0.0012024,1,5506,unspec
11,60186574,60186574,1,0.0031587,0.0012228,0.0058921,0.0029206,0.0020639,0.0032252,0.0027334,1,5507,unspec
11,60186686,60186686,0,0.0006164,0.0027741,0.0021577,0.0019351,0.0021684,0.0022875,0.0013241,1,5508,unspec
11,60186731,60186731,4,0.0021934,0.00030245,0.0029433,0.00029667,0.0013053,0.0034987,0.0025648,1,5509,unspec
11,60186913,60186913,3,0.0011158,0.0013175,0.0018605,0.0013546,0.0027445,0.0021761,0.0016287,1,5510,unspec
11,60187090,60187090,0,0.0021922,0.0042886,0.00036571,0.0020964,0.0028016,0.0021102,0.00072081,0.796593186,5511,unspec
11,60187563,60187563,5,0.0005956,0.0019387,0.0024437,0.0017885,0.0018503,0.0022843,0.0025343,1,5512,unspec
11,60187884,60187884,3,0.0020435,0.0077401,0.0013262,0.008233,0.009773,0.0077295,0.0004368,1,5513,unspec
11,60188127,60188127,3,0.0032314,0.0017833,0.0021871,0.0017982,0.0054185,0.0027995,0.0035047,1,5514,unspec
11,60188299,60188299,0,7.95E-05,0.0027486,0.0026691,0.0025363,0.0027377,0.0026964,0.0023019,1,5515,unspec
11,60188331,60188331,0,0.0012481,0.0039036,0.0029586,0.0026555,0.0031561,0.0013978,0.0019066,0.858585859,5516,unspec
11,60188713,60188713,5,0.0016587,0.0027651,0.0020532,0.0019329,0.0020894,0.002122,0.0037481,1,5517,unspec
11,60188730,60188730,5,0.0014473,0.0029288,0.001023,0.0029906,0.002188,0.0022126,0.0036599,1,5518,unspec
11,60189133,60189133,5,0.004669,0.0012359,0.0021889,0.00072996,0.0013733,0.0028536,0.0060423,1,5519,unspec
11,60189350,60189350,0,0.0002536,0.0018304,0.0014389,0.0015021,0.0015768,0.0016707,0.0017461,1,5520,unspec
11,60189465,60189465,2,0.0027509,0.0048772,0.0039369,0.0066878,0.0034093,0.00019329,0.005215,1,5521,unspec
11,60189619,60189619,2,0.0029385,0.0029207,0.0025951,0.0058592,0.0038366,0.0026666,0.0031426,1,5522,unspec
11,60190040,60190040,1,0.00234931,0.0027665,0.0033204,0.00092416,0.00097109,0.00042607,0.002,1,5523,unspec
11,60190341,60190341,5,0.0005854,0.0025222,0.0021981,0.0010893,0.0014943,0.0020966,0.002682,1,5524,unspec
11,60190482,60190482,1,0.0018879,0.0021084,0.0039963,0.0019035,0.002437,0.0026731,0.0019775,1,5525,unspec
11,60190591,60190591,4,0.0005554,0.0025327,0.0021518,0.0023652,0.0022712,0.0028266,0.0015179,1,5526,unspec
11,60190723,60190723,4,0.0007066,0.0016696,0.0018289,0.0024122,0.0022933,0.0025355,0.00058539,1,5527,unspec
11,60190890,60190890,0,0.0014257,0.0029885,0.001928,0.00039168,0.0029214,0.0015628,0.001276,0.85385159,5528,unspec
11,60190907,60190907,5,0.046715,0.018623,0.025442,0.012679,0.016321,0.045714,0.065338,1,5529,unspec
